fact_rating_phase1,snopes_url_phase1,article_title_phase1,article_category_phase1,article_date_phase1,article_claim_phase1,article_origin_url_phase1,index_paragraph_phase1,page_is_first_citation_phase1,error_phase2,original_article_text_phase2,article_title_phase2,publish_date_phase2,author_phase2,Jerry-label,Jill-label,Fatemeh-label,notes,original order,Agreement
On top of that, Trumps On top of that, Trumps proposed budget would drastically reduce the budget of the Food For Peace program, a State Department program that distributes desperately needed food supplies to areas across the globe that have been hit by famine or natural disaster. Since its creation in 1954 by President Eisenhower, it has helped feed more than 3 billion people.

It too has a budget It too has a budget that barely scratches $2 billion dollars  a drop in the bucket compared to the $54 billion that Trump is planning to pour into the military budget.

Overall, the entire State Department budget also faces the ax, with a proposal to cut the $50 billion budget by almost one-third. It could have been worse, but Secretary of State Rex Tillerson made a plea to ease the cuts, which in an earlier version were at a staggering 37 percent.

The needless cuts to critically important programs like Meals on Wheels and Food For Peace are literally taking food out of the mouths of hungry people. The State Departments work around the world helps millions of people and builds much-needed goodwill for Americas international reputation, which has been dragged through the mud by President Trumps abrasive isolationism.

Luckily, there was immediately Republican opposition to many of the proposed cuts. Senate Majority Leader Mitch McConnell of Kentucky says his party will not go along with the massive cuts to the State Department budget. Among the cuts, he said Republicans will oppose cuts in funding for the U.S. Agency for International Development.

 and this is how hes choosing to repay them. In 2014, 10.2 million American seniors faced the risk of hunger  a staggering 15% of all elder Americans. Trump needs to be pouring money into Meals On Wheels, not taking an axe to it. Elderly people voted overwhelmingly for President Trump  and this is how hes choosing to repay them. In 2014, 10.2 million American seniors faced the risk of hunger  a staggering 15% of all elder Americans. Trump needs to be pouring money into Meals On Wheels, not taking an axe to it.

It is absolutely appalling that in the richest nation in the world, our seniors cannot live their golden years without worrying where their next meal is coming from. Trumps budget priorities tell you all you need to know about how he really feels about the struggles of the American people.

President Trump has made it clear once and for all that he cares nothing for the American people who are unlikely to ever dine with him at Mar-A-Lago and is willing to send millions of the most vulnerable into food insecurity and poverty just so that he can funnel the publics money into the pockets of defense contractors and the ultrawealthy.",Trump Just Announced Plan To End Meals On Wheels For Seniors,3/16/17,,context,right,right,,13,fy

mixture,https://www.snopes.com/fact-check/olympic-rings-tattoo-ban/,Athletes Will Not Be Disqualified for Olympic Rings Tattoos,Sports,03-May-16,Athletes will be disqualified from Paralympic or Olympic events if they sport Olympics rings tattoos.,http://olympics.nbcsports.com/2016/05/02/paralympic-swimmer-josef-craig-disqualified-olympic-rings-tattoo/,3,TRUE,No Error,"Bode and Morgan Miller spoke out about their 19-month-old daughters drowning to raise awareness for the leading cause of unintentional death for children 1 to 4 years old.

The Millers daughter, Emmy, died June 10, one day after paramedics tried unsuccessfully to revive her after the incident at a neighbors pool in California.

Its an obligation, to some degree, Bode Miller said in a TODAY interview with Savannah Guthrie. I think it does, in some way, help to heal, a little bit, that maybe were preventing it from happening to somebody else.

Bode Miller is a six-time Olympic Alpine skiing medalist who covered the PyeongChang Winter Games for NBC. Morgan Miller is a former professional beach volleyball player. They wed in 2012.

We have the choice to live our days with purpose to make sure that no other parent has to feel what were feeling, Morgan Miller said.

On June 9, Morgan was with her kids at a neighbors house when she noticed she could not hear Emmy.

All of a sudden it was just too quiet for me, she said. I stood up, and I turned, I walked right to where the boys were and I said, wheres Emmy? Before [son] Nate could respond, I turned around, and the door that leads to the backyard, that was closed, had this tiny sliver of light coming through the side. And my heart sank. I opened the door, and she was floating in the pool. I ran, and I jumped in.

Morgan pulled Emmy out of the water and started CPR while a neighbor called 911. Bode was at a softball game and received a phone call, listening as paramedics continued trying to revive Emmy in an ambulance.

In shock, he said. Emmy died the following the day at an Orange County hospital.

Theres not a day that goes by that I dont pray for the opportunity to go back to that day and make it different, but now we have this opportunity to make other parents days different, Morgan said. I want to remember her as my baby girl. She brought so much to our lives, and now shes helping us bring so much to everybody elses lives.",Paralympic swimmer disqualified for Olympic rings tattoo,2005-02-16,,context,right,context,,14,x

mixture,https://www.snopes.com/fact-check/canadian-border-cellphone-search/,Will Canadians Cell Phones Now Be Searched at the U.S. Border?,Politics  Politics,27-Jun-18,U.S. border officials are now searching the cellphones of Canadian citizens entering the United States.,https://archive.li/eLZ54,3,TRUE,No Error,"About your personal data

We at Narcity Media use Google Analytics to better understand our audience. We do not store any personal information on our servers.
